Node1,Node2,CN,JI,PA,AA,RA,Label
16640,470,0,0,59296,0,0,0
16642,273,0,0,8400,0,0,0
16646,50,0,0,604,0,0,0
16647,126,0,0,3680,0,0,0
16649,32,0,0,3564,0,0,0
16649,369,0,0,1188,0,0,0
16657,297,2,0.0048543689320388345,22400,0.953581477443447,0.01648754274548119,0
16671,20,0,0,13760,0,0,0
16672,495,0,0,3600,0,0,0
16672,68,1,0.0029850746268656717,10800,0.468704834056149,0.007352941176470588,0
16673,137,0,0,72,0,0,0
16674,169,0,0,33914,0,0,0
16674,63,1,0.0010845986984815619,205672,0.41949557598757803,0.004132231404958678,0
16686,4,1,0.004347826086956522,10790,0.38677825912679836,0.0025974025974025974,0
16690,27,0,0,6084,0,0,0
16691,247,0,0,5313,0,0,0
16698,61,0,0,2451,0,0,0
16704,147,0,0,1590,0,0,0
16704,474,0,0,17649,0,0,0
16707,263,0,0,708,0,0,0
16718,360,0,0,2024,0,0,0
16723,364,0,0,284,0,0,0
16723,469,1,0.00145985401459854,77248,0.47012258200383017,0.007462686567164179,0
16735,85,13,0.03132530120481928,42987,6.329763051736137,0.12782610210179263,0
16741,407,0,0,4752,0,0,0
16743,54,0,0,2304,0,0,0
16751,367,0,0,4949,0,0,0
16753,28,0,0,24888,0,0,0
16753,181,0,0,1464,0,0,0
16753,23,0,0,157380,0,0,0
16764,370,0,0,14340,0,0,0
16773,171,0,0,8268,0,0,0
16774,49,0,0,4004,0,0,0
16778,95,0,0,2763,0,0,0
16782,121,0,0,1122,0,0,0
16811,227,0,0,84750,0,0,0
16811,276,0,0,15000,0,0,0
16811,2,0,0,28125,0,0,0
16819,202,0,0,663,0,0,0
16821,125,2,0.004597701149425287,47280,0.9305288558549917,0.01438990735265129,0
16828,467,0,0,15794,0,0,0
16838,437,1,0.0025974025974025974,37168,0.40837890271740035,0.0035587188612099642,0
16838,401,0,0,21344,0,0,0
16861,172,0,0,2464,0,0,0
16866,159,0,0,123,0,0,0
16868,125,0,0,17760,0,0,0
16874,258,0,0,1292,0,0,0
16875,459,0,0,8127,0,0,0
16887,9,0,0,75,0,0,0
16892,438,1,0.005434782608695652,4896,0.3852827800676349,0.0025380710659898475,0
16893,292,0,0,17050,0,0,0
16893,498,0,0,600,0,0,0
16898,257,0,0,5440,0,0,0
16898,81,1,0.004366812227074236,12784,0.4917814092127232,0.009259259259259259,0
16904,402,1,0.0038461538461538464,13950,0.3852827800676349,0.0025380710659898475,0
16908,292,0,0,28303,0,0,0
16908,377,0,0,1079,0,0,0
16919,227,0,0,19210,0,0,0
16924,444,0,0,6525,0,0,0
16934,343,0,0,16983,0,0,0
16934,297,1,0.000741839762611276,349650,0.3493172123815641,0.0013717421124828531,0
16934,445,0,0,73926,0,0,0
16934,386,0,0,4995,0,0,0
16952,392,2,0.002881844380403458,120143,0.9127802910948266,0.013353350189633375,0
16988,153,0,0,1144,0,0,0
16988,441,0,0,6149,0,0,0
16988,277,0,0,12870,0,0,0
16999,278,0,0,1764,0,0,0
17002,214,0,0,150,0,0,0
17022,68,0,0,1728,0,0,0
17031,211,0,0,16537,0,0,0
17055,101,0,0,6795,0,0,0
17057,97,0,0,88445,0,0,0
17057,245,0,0,128877,0,0,0
17061,436,0,0,7800,0,0,0
17061,302,0,0,20904,0,0,0
17075,343,0,0,9962,0,0,0
17075,125,0,0,140640,0,0,0
17075,261,0,0,19338,0,0,0
17092,246,0,0,6993,0,0,0
17109,475,0,0,19215,0,0,0
17109,62,0,0,76006,0,0,0
17134,60,0,0,1520,0,0,0
17143,240,1,0.003257328990228013,23691,0.5947986391060673,0.020833333333333332,0
17159,271,0,0,16965,0,0,0
17162,499,0,0,1449,0,0,0
17163,142,0,0,2160,0,0,0
17165,384,0,0,4386,0,0,0
17178,265,0,0,8996,0,0,0
17183,359,0,0,2064,0,0,0
17187,288,0,0,1890,0,0,0
17198,479,0,0,6549,0,0,0
17198,179,0,0,3540,0,0,0
17205,404,1,0.0021691973969631237,52461,0.3946289257281423,0.0029239766081871343,0
17214,417,0,0,494,0,0,0
17222,73,0,0,35619,0,0,0
17232,374,0,0,61540,0,0,0
17233,448,0,0,5684,0,0,0
17236,1,0,0,1197,0,0,0
17250,164,0,0,23529,0,0,0
17265,317,1,0.0022026431718061676,47466,0.3832013114623804,0.002457002457002457,0
17266,291,0,0,7084,0,0,0
17269,322,3,0.005555555555555556,71642,1.2227728212630968,0.011228506997340846,0
17281,364,0,0,22,0,0,0
17282,361,0,0,12996,0,0,0
17288,408,0,0,11330,0,0,0
17290,365,0,0,19965,0,0,0
17292,329,0,0,1573,0,0,0
17301,217,2,0.002751031636863824,132728,0.7893854867643537,0.006035733532313559,0
17301,406,1,0.0017985611510791368,72012,0.47930370653109755,0.00819672131147541,0
17309,205,1,0.0032258064516129032,20020,1.1073093649624541,0.125,0
17321,247,1,0.0017241379310344827,82984,0.4468183200524765,0.005780346820809248,0
17321,154,0,0,39360,0,0,0
17323,85,0,0,11109,0,0,0
17334,19,0,0,732,0,0,0
17344,494,1,0.00303951367781155,22601,0.38627462345798963,0.002577319587628866,0
17345,437,4,0.010666666666666666,35754,1.6034087615957064,0.013958131040391984,0
17351,205,0,0,11220,0,0,0
17352,341,0,0,6248,0,0,0
17368,37,0,0,1765,0,0,0
17372,348,0,0,1309,0,0,0
17378,154,0,0,16560,0,0,0
17393,474,3,0.015228426395939087,9879,1.2373948905556307,0.012638063345651401,0
17393,42,0,0,3738,0,0,0
17395,199,0,0,176673,0,0,0
17396,275,0,0,82110,0,0,0
17396,195,0,0,90620,0,0,0
17397,41,0,0,6392,0,0,0
17398,444,0,0,5150,0,0,0
17410,116,0,0,20239,0,0,0
17410,467,0,0,81503,0,0,0
17413,474,0,0,111999,0,0,0
17413,58,0,0,230052,0,0,0
17413,291,0,0,310772,0,0,0
17416,89,0,0,27472,0,0,0
17417,98,0,0,100322,0,0,0
17417,212,0,0,7305,0,0,0
17418,251,0,0,75620,0,0,0
17418,424,0,0,196015,0,0,0
17418,255,0,0,22885,0,0,0
17418,395,0,0,24875,0,0,0
17424,115,0,0,18150,0,0,0
17430,478,0,0,3377,0,0,0
17432,377,0,0,12701,0,0,0
17432,239,0,0,369306,0,0,0
17437,18,0,0,9950,0,0,0
17441,23,0,0,39345,0,0,0
17443,320,0,0,20720,0,0,0
17444,242,0,0,69115,0,0,0
17444,21,2,0.0015037593984962407,439331,0.67403295578445,0.002157102157102157,0
17447,259,0,0,4992,0,0,0
17447,419,0,0,832,0,0,0
17448,201,1,0.002617801047120419,9282,0.6285099898418801,0.02564102564102564,0
17450,48,0,0,103329,0,0,0
17453,119,0,0,28764,0,0,0
17453,128,0,0,8568,0,0,0
17454,375,0,0,129720,0,0,0
17454,150,0,0,15456,0,0,0
17455,158,0,0,1611,0,0,0
17455,147,0,0,1790,0,0,0
17459,353,0,0,32816,0,0,0
17459,248,0,0,36918,0,0,0
17459,182,0,0,74422,0,0,0
17459,19,0,0,3516,0,0,0
17459,245,0,0,209202,0,0,0
17459,145,0,0,4688,0,0,0
17462,332,0,0,5616,0,0,0
17462,105,0,0,89856,0,0,0
17462,363,0,0,8424,0,0,0
17466,335,0,0,3410,0,0,0
17468,361,0,0,26748,0,0,0
17468,245,0,0,265251,0,0,0
17472,135,0,0,188,0,0,0
17476,351,0,0,480,0,0,0
17481,297,0,0,15750,0,0,0
17482,279,0,0,44486,0,0,0
17482,55,0,0,47125,0,0,0
17494,30,0,0,56610,0,0,0
17495,354,0,0,28884,0,0,0
17495,179,0,0,19920,0,0,0
17503,197,0,0,221781,0,0,0
17503,367,0,0,54237,0,0,0
17503,180,0,0,5370,0,0,0
17504,335,0,0,9262,0,0,0
17506,86,0,0,15480,0,0,0
17506,6,0,0,13072,0,0,0
17507,349,0,0,131532,0,0,0
17507,154,0,0,34920,0,0,0
17507,397,0,0,43650,0,0,0
17509,333,0,0,84942,0,0,0
17509,421,0,0,17550,0,0,0
17513,146,0,0,5670,0,0,0
17513,214,0,0,2430,0,0,0
17515,23,0,0,161680,0,0,0
17516,261,0,0,32439,0,0,0
17516,313,0,0,112062,0,0,0
17516,273,0,0,23592,0,0,0
17522,172,0,0,4480,0,0,0
17522,274,0,0,3520,0,0,0
17527,138,0,0,1530,0,0,0
17527,402,0,0,38250,0,0,0
17528,3,0,0,6993,0,0,0
17528,118,0,0,24975,0,0,0
17528,297,0,0,349650,0,0,0
17528,254,0,0,8991,0,0,0
17536,138,0,0,858,0,0,0
17536,52,0,0,46046,0,0,0
17539,346,0,0,60,0,0,0
17542,58,0,0,223440,0,0,0
17542,128,0,0,13720,0,0,0
17542,78,0,0,44100,0,0,0
17542,317,2,0.0017543859649122807,158760,0.8740417332011543,0.010652361824375858,0
17543,61,0,0,11362,0,0,0
17546,156,0,0,12474,0,0,0
17554,311,0,0,28260,0,0,0
17554,256,0,0,48042,0,0,0
17555,456,0,0,124542,0,0,0
17555,476,0,0,10098,0,0,0
17557,50,0,0,2024,0,0,0
17561,252,0,0,308,0,0,0
17562,440,0,0,4290,0,0,0
17569,249,0,0,86832,0,0,0
17569,66,0,0,13936,0,0,0
17575,12,0,0,1050,0,0,0
17577,1,0,0,6555,0,0,0
17583,484,0,0,6072,0,0,0
17584,354,0,0,14500,0,0,0
17586,276,0,0,40000,0,0,0
17590,22,0,0,152488,0,0,0
17596,315,0,0,4165,0,0,0
17596,282,0,0,69335,0,0,0
17597,144,0,0,1168,0,0,0
17602,17,1,0.0007818608287724785,326079,0.3743673879910973,0.0021321961620469083,0
17602,282,1,0.0008257638315441783,262907,0.3926892780324266,0.002840909090909091,0
17602,42,0,0,39018,0,0,0
17604,441,0,0,8170,0,0,0
17609,213,0,0,156,0,0,0
17613,104,0,0,30838,0,0,0
17613,364,0,0,1814,0,0,0
17613,220,0,0,57141,0,0,0
17613,66,0,0,23582,0,0,0
17613,296,0,0,34466,0,0,0
17613,373,0,0,9977,0,0,0
17614,439,0,0,2121,0,0,0
17616,318,0,0,4788,0,0,0
17616,440,0,0,1368,0,0,0
17618,356,0,0,126429,0,0,0
17618,140,0,0,6290,0,0,0
17620,95,0,0,2835,0,0,0
17620,369,0,0,3780,0,0,0
17620,353,0,0,17640,0,0,0
17620,98,0,0,64890,0,0,0
17620,152,0,0,1575,0,0,0
17620,334,0,0,2520,0,0,0
17622,353,0,0,5656,0,0,0
17622,342,0,0,4747,0,0,0
17625,421,0,0,6275,0,0,0
17625,455,0,0,74045,0,0,0
17628,70,0,0,18050,0,0,0
17628,205,0,0,209950,0,0,0
17633,213,0,0,25090,0,0,0
17633,356,0,0,193965,0,0,0
17633,51,0,0,5790,0,0,0
17633,272,0,0,105185,0,0,0
17637,88,0,0,168,0,0,0
17639,152,0,0,1995,0,0,0
17639,364,0,0,798,0,0,0
17640,306,0,0,11560,0,0,0
17640,344,0,0,5610,0,0,0
17641,362,0,0,46483,0,0,0
17641,114,0,0,74175,0,0,0
17641,37,0,0,349117,0,0,0
17641,78,0,0,44505,0,0,0
17644,333,1,0.00199203187250996,46222,0.5092199809343437,0.010869565217391304,0
17644,5,0,0,94736,0,0,0
17645,341,0,0,5280,0,0,0
17646,7,0,0,198,0,0,0
17647,239,0,0,182952,0,0,0
17648,260,0,0,70176,0,0,0
17650,128,0,0,392,0,0,0
17651,37,0,0,7060,0,0,0
17654,256,0,0,6069,0,0,0
17661,417,0,0,11804,0,0,0
17661,477,1,0.0010070493454179255,78088,0.33996128279685284,0.0011441647597254005,0
17661,41,0,0,7264,0,0,0
17661,466,0,0,79904,0,0,0
17661,397,0,0,136200,0,0,0
17663,168,0,0,26015,0,0,0
17664,431,0,0,147852,0,0,0
17664,68,0,0,35964,0,0,0
17664,347,0,0,62937,0,0,0
17664,261,0,0,32967,0,0,0
17665,86,0,0,14760,0,0,0
17665,133,0,0,328,0,0,0
17667,313,0,0,21432,0,0,0
17669,356,0,0,78993,0,0,0
17677,24,0,0,46728,0,0,0
17679,66,0,0,6474,0,0,0
17679,61,0,0,4731,0,0,0
17680,345,0,0,11544,0,0,0
17680,344,0,0,31746,0,0,0
17684,19,0,0,1944,0,0,0
17693,252,0,0,3575,0,0,0
17694,83,0,0,8928,0,0,0
17694,316,0,0,278256,0,0,0
17700,303,1,0.0008517887563884157,237244,0.3878014404397355,0.002638522427440633,0
17700,159,0,0,2748,0,0,0
17700,9,0,0,2748,0,0,0
17704,244,0,0,5599,0,0,0
17710,33,0,0,3638,0,0,0
17710,446,0,0,20009,0,0,0
17711,86,0,0,17055,0,0,0
17712,182,0,0,12065,0,0,0
17720,383,0,0,13398,0,0,0
17725,470,0,0,453004,0,0,0
17725,494,0,0,100783,0,0,0
17725,270,0,0,60262,0,0,0
17727,354,0,0,6902,0,0,0
17730,23,0,0,46870,0,0,0
17733,327,0,0,69966,0,0,0
17736,192,0,0,70750,0,0,0
17736,30,0,0,63750,0,0,0
17739,70,0,0,1292,0,0,0
17742,432,0,0,7470,0,0,0
17754,271,1,0.003937007874015748,12350,0.4053723806454007,0.0034129692832764505,0
17758,100,1,0.0031446540880503146,18130,0.41239126268831766,0.0037593984962406013,0
17767,245,0,0,61761,0,0,0
17768,146,0,0,5166,0,0,0
17771,257,0,0,3440,0,0,0
17778,164,0,0,19987,0,0,0
17785,459,0,0,7035,0,0,0
17788,129,0,0,17947,0,0,0
17807,143,0,0,5950,0,0,0
17814,150,0,0,1484,0,0,0
17830,458,0,0,15879,0,0,0
17836,463,0,0,14630,0,0,0
17860,372,0,0,240,0,0,0
17861,339,0,0,7560,0,0,0
17873,25,1,0.0022522522522522522,29766,0.3964408753687099,0.003003003003003003,0
17877,186,1,0.002849002849002849,18432,0.3964408753687099,0.003003003003003003,0
17889,69,1,0.003205128205128205,24450,0.4269084346677318,0.004545454545454545,0
17892,324,0,0,3456,0,0,0
17893,211,0,0,4393,0,0,0
17894,137,0,0,2100,0,0,0
17918,90,0,0,5607,0,0,0
17923,222,0,0,23650,0,0,0
17949,299,0,0,25144,0,0,0
17949,322,0,0,17752,0,0,0
17965,451,0,0,6177,0,0,0
17969,452,1,0.0018181818181818182,67890,0.5557591642691968,0.015873015873015872,0
17971,399,0,0,240,0,0,0
17980,263,0,0,1554,0,0,0
17980,476,0,0,4662,0,0,0
17981,261,0,0,891,0,0,0
17987,75,0,0,3304,0,0,0
18003,223,22,0.052884615384615384,43472,9.892985067201895,0.16619729110498427,0
18004,297,0,0,22050,0,0,0
18006,400,0,0,28248,0,0,0
18006,40,0,0,135676,0,0,0
18007,402,0,0,57600,0,0,0
18007,344,0,0,25344,0,0,0
18007,143,0,0,13056,0,0,0
18008,216,0,0,3550,0,0,0
18012,390,0,0,2632,0,0,0
18016,343,0,0,5678,0,0,0
18019,294,0,0,1980,0,0,0
18025,174,0,0,22704,0,0,0
18028,128,0,0,6272,0,0,0
18030,179,0,0,10020,0,0,0
18030,381,0,0,1503,0,0,0
18040,275,0,0,87465,0,0,0
18042,109,0,0,155624,0,0,0
18045,368,0,0,113772,0,0,0
18045,387,0,0,6986,0,0,0
18048,281,0,0,14476,0,0,0
18048,313,0,0,37506,0,0,0
18048,88,0,0,2303,0,0,0
18057,81,0,0,18988,0,0,0
18059,261,0,0,11121,0,0,0
18059,337,0,0,3707,0,0,0
18072,147,0,0,4880,0,0,0
18085,3,0,0,6573,0,0,0
18085,481,0,0,14085,0,0,0
18086,410,0,0,20295,0,0,0
18093,376,0,0,21624,0,0,0
18094,68,0,0,13896,0,0,0
18095,278,0,0,12691,0,0,0
18096,201,0,0,11804,0,0,0
18096,216,1,0.0016806722689075631,64468,0.5536546824812271,0.015625,0
18096,339,0,0,95340,0,0,0
18097,207,0,0,1136,0,0,0
18102,132,0,0,1104,0,0,0
18103,188,0,0,12560,0,0,0
18109,259,0,0,15678,0,0,0
18113,66,0,0,2210,0,0,0
18116,409,0,0,1221,0,0,0
18121,427,0,0,7857,0,0,0
18127,121,0,0,528,0,0,0
18130,271,0,0,27625,0,0,0
18130,77,0,0,850,0,0,0
18165,205,2,0.006172839506172839,23205,0.8012813715298026,0.006632284279825744,0
18169,220,0,0,18459,0,0,0
18177,259,0,0,2262,0,0,0
18180,233,0,0,2184,0,0,0
18185,395,0,0,19375,0,0,0
18185,259,0,0,60450,0,0,0
18186,2,0,0,38700,0,0,0
18188,54,0,0,7392,0,0,0
18200,465,0,0,2652,0,0,0
18201,409,0,0,8745,0,0,0
18203,241,0,0,4233,0,0,0
18205,352,0,0,2626,0,0,0
18225,353,0,0,12600,0,0,0
18230,4,2,0.006060606060606061,27556,0.8273990775691715,0.007810600100135899,0
18234,87,0,0,11748,0,0,0
18234,323,0,0,28925,0,0,0
18236,281,0,0,2156,0,0,0
18242,84,0,0,13366,0,0,0
18244,299,0,0,35471,0,0,0
18244,140,0,0,790,0,0,0
18248,108,0,0,35,0,0,0
18254,388,0,0,31220,0,0,0
18254,362,1,0.0020325203252032522,20962,0.39443155415164616,0.0029154518950437317,0
18267,465,0,0,1248,0,0,0
18294,35,0,0,550,0,0,0
18295,474,0,0,6882,0,0,0
18311,459,0,0,7665,0,0,0
18316,75,0,0,1939,0,0,0
18316,332,0,0,1662,0,0,0
18317,199,0,0,3759,0,0,0
18321,206,0,0,29400,0,0,0
18349,406,1,0.0026041666666666665,36924,0.3874579886764147,0.0026246719160104987,0
18351,280,0,0,28990,0,0,0
18354,139,7,0.013671875,49518,3.0558308429672274,0.04076974291973229,0
18355,258,0,0,2125,0,0,0
18360,199,0,0,26671,0,0,0
18361,196,0,0,2520,0,0,0
18361,479,0,0,7770,0,0,0
18363,334,0,0,3200,0,0,0
18365,284,0,0,84477,0,0,0
18365,411,0,0,33014,0,0,0
18365,413,0,0,27188,0,0,0
18365,50,0,0,3884,0,0,0
18365,75,0,0,6797,0,0,0
18366,218,0,0,1292,0,0,0
18373,410,0,0,16515,0,0,0
18378,284,0,0,29493,0,0,0
18378,499,0,0,7119,0,0,0
18384,315,0,0,493,0,0,0
18387,308,1,0.0010787486515641855,163312,0.3336726507804729,0.0010070493454179255,0
18391,302,0,0,11122,0,0,0
18399,191,0,0,7259,0,0,0
18404,354,0,0,3770,0,0,0
18405,377,0,0,1092,0,0,0
18406,328,2,0.003179650238473768,99234,0.7455926829846545,0.004748327379141169,0
18406,186,0,0,19072,0,0,0
18410,140,0,0,6910,0,0,0
18410,226,0,0,122307,0,0,0
18414,214,0,0,2094,0,0,0
18414,300,0,0,8376,0,0,0
18415,140,0,0,9930,0,0,0
18415,478,0,0,10923,0,0,0
18415,353,0,0,55608,0,0,0
18416,31,1,0.002188183807439825,48960,0.40440699296371224,0.003367003367003367,0
18417,273,0,0,23088,0,0,0
18417,241,0,0,49062,0,0,0
18421,117,0,0,651,0,0,0
18426,224,0,0,5740,0,0,0
18433,26,0,0,124656,0,0,0
18433,128,0,0,5488,0,0,0
18433,252,0,0,4312,0,0,0
18437,164,1,0.002188183807439825,51865,0.4448451478332893,0.005649717514124294,0
18440,447,0,0,1190,0,0,0
18442,458,0,0,75919,0,0,0
18442,38,0,0,24025,0,0,0
18451,403,0,0,4644,0,0,0
18451,78,0,0,5805,0,0,0
18452,103,0,0,20295,0,0,0
18452,13,0,0,76875,0,0,0
18452,179,0,0,12300,0,0,0
18452,334,0,0,4920,0,0,0
18452,144,0,0,9840,0,0,0
18454,174,0,0,19824,0,0,0
18458,12,0,0,10752,0,0,0
18458,133,0,0,256,0,0,0
18463,475,0,0,5490,0,0,0
18470,499,0,0,20937,0,0,0
18470,122,1,0.0009009009009009009,113658,0.3847943870033353,0.0025188916876574307,0
18476,119,0,0,7567,0,0,0
18478,345,0,0,6540,0,0,0
18478,385,0,0,28340,0,0,0
18482,101,0,0,6975,0,0,0
18484,86,1,0.004132231404958678,8910,0.39403911884078846,0.002898550724637681,0
18489,378,0,0,5184,0,0,0
18492,316,0,0,50116,0,0,0
18492,176,0,0,4422,0,0,0
18495,345,0,0,792,0,0,0
18496,3,0,0,3101,0,0,0
18501,44,0,0,780,0,0,0
18501,437,0,0,31512,0,0,0
18503,224,0,0,93890,0,0,0
18506,390,0,0,2121,0,0,0
18506,205,0,0,66963,0,0,0
18506,433,0,0,11514,0,0,0
18506,96,0,0,83022,0,0,0
18507,261,0,0,9669,0,0,0
18510,257,0,0,4480,0,0,0
18511,286,0,0,1608,0,0,0
18512,290,0,0,23868,0,0,0
18517,355,0,0,1595,0,0,0
18517,42,0,0,13398,0,0,0
18519,92,0,0,8493,0,0,0
18520,176,0,0,4026,0,0,0
18521,428,0,0,4332,0,0,0
18526,309,0,0,32193,0,0,0
18533,314,0,0,19521,0,0,0
18535,432,0,0,58764,0,0,0
18537,129,0,0,67678,0,0,0
18537,383,0,0,14326,0,0,0
18541,192,0,0,35375,0,0,0
18544,409,0,0,19107,0,0,0
18544,197,0,0,239127,0,0,0
18545,290,0,0,9180,0,0,0
18552,283,0,0,4945,0,0,0
18553,172,0,0,4900,0,0,0
18564,195,0,0,22064,0,0,0
18565,177,0,0,6594,0,0,0
18565,433,0,0,35796,0,0,0
18565,6,0,0,35796,0,0,0
18565,12,0,0,39564,0,0,0
18566,138,0,0,333,0,0,0
18568,277,0,0,19980,0,0,0
18571,221,0,0,2871,0,0,0
18573,346,0,0,227,0,0,0
18580,161,0,0,322,0,0,0
18582,449,0,0,26108,0,0,0
18584,317,0,0,52812,0,0,0
18591,242,0,0,42780,0,0,0
18597,480,0,0,19314,0,0,0
18597,128,0,0,3654,0,0,0
18598,314,0,0,4212,0,0,0
18600,377,0,0,3965,0,0,0
18600,316,2,0.0029542097488921715,114070,0.9398246597998086,0.020009971746717634,0
18601,61,0,0,1216,0,0,0
18607,389,0,0,14520,0,0,0
18607,76,1,0.0009337068160597573,100672,0.41732754881685,0.004016064257028112,0
18607,453,0,0,84216,0,0,0
18620,291,6,0.005119453924914676,267960,2.5112041241937164,0.036092079801096036,0
18620,391,0,0,22620,0,0,0
18625,245,2,0.0024096385542168677,169575,0.7274709846182352,0.003851540616246499,0
18625,494,0,0,46075,0,0,0
18625,160,0,0,9025,0,0,0
18627,363,0,0,8937,0,0,0
18627,478,0,0,10923,0,0,0
18627,328,1,0.0007547169811320754,330669,0.39562754011387286,0.002967359050445104,0
18627,311,0,0,29790,0,0,0
18627,191,0,0,60573,0,0,0
18633,352,0,0,8989,0,0,0
18636,322,0,0,142333,0,0,0
18638,205,1,0.002570694087403599,37349,0.5579137673194251,0.016129032258064516,0
18640,87,0,0,26268,0,0,0
18641,421,0,0,3925,0,0,0
18644,360,0,0,8048,0,0,0
18644,198,0,0,387310,0,0,0
18646,226,1,0.001893939393939394,62304,0.36408197363406036,0.0017921146953405018,0
18653,183,0,0,5390,0,0,0
18660,303,1,0.002564102564102564,34188,0.5438184161154122,0.014492753623188406,0
18663,194,0,0,11875,0,0,0
18664,50,0,0,856,0,0,0
18665,152,0,0,2005,0,0,0
18666,341,1,0.001098901098901099,38148,0.33582700497247703,0.0010526315789473684,0
18666,43,0,0,13872,0,0,0
18671,367,0,0,28785,0,0,0
18676,159,0,0,2988,0,0,0
18686,396,0,0,8046,0,0,0
18690,181,0,0,1958,0,0,0
18692,366,0,0,28458,0,0,0
18692,135,0,0,1116,0,0,0
18692,301,1,0.0010152284263959391,238824,0.3883211867319492,0.0026595744680851063,0
18698,376,0,0,13668,0,0,0
18703,231,1,0.006535947712418301,5673,0.36663056788714615,0.0018726591760299626,0
18713,178,0,0,310,0,0,0
18713,335,0,0,3410,0,0,0
18715,47,1,0.004901960784313725,9384,0.42444355903265046,0.004405286343612335,0
18716,362,0,0,8930,0,0,0
18721,465,0,0,1456,0,0,0
18722,22,0,0,156378,0,0,0
18730,16,0,0,138284,0,0,0
18730,286,0,0,17376,0,0,0
18730,409,0,0,23892,0,0,0
18730,56,0,0,121632,0,0,0
18731,284,0,0,73428,0,0,0
18731,321,0,0,29540,0,0,0
18735,416,1,0.0035087719298245615,5808,0.4473215276608625,0.005813953488372093,0
18735,477,0,0,22704,0,0,0
18743,458,0,0,8295,0,0,0
18746,456,1,0.001519756838905775,97014,0.38544668186597014,0.002544529262086514,0
18751,85,0,0,51842,0,0,0
18756,491,0,0,32072,0,0,0
18759,97,0,0,226135,0,0,0
18759,29,0,0,10153,0,0,0
18759,447,0,0,31382,0,0,0
18763,429,0,0,8584,0,0,0
18766,166,0,0,16656,0,0,0
18767,482,0,0,31744,0,0,0
18774,286,0,0,10392,0,0,0
18774,249,0,0,70146,0,0,0
18780,19,0,0,3360,0,0,0
18785,165,0,0,51813,0,0,0
18786,338,0,0,1364,0,0,0
18792,358,2,0.004228329809725159,45486,0.8011377923968069,0.006519668161790974,0
18815,361,0,0,8352,0,0,0
18827,232,0,0,122,0,0,0
18828,459,0,0,8190,0,0,0
18839,300,0,0,14448,0,0,0
18843,110,0,0,8721,0,0,0
18843,283,0,0,169119,0,0,0
18848,262,4,0.004287245444801715,219472,1.4139660597256207,0.00618583878984006,0
18853,267,0,0,37513,0,0,0
18857,5,0,0,87048,0,0,0
18875,321,0,0,3850,0,0,0
18883,325,0,0,2992,0,0,0
18883,260,0,0,17952,0,0,0
18892,495,0,0,780,0,0,0
18901,178,0,0,306,0,0,0
18907,495,0,0,10536,0,0,0
18907,424,0,0,172966,0,0,0
18907,78,0,0,39510,0,0,0
18907,207,0,0,14048,0,0,0
18910,175,0,0,134,0,0,0
18913,207,0,0,2736,0,0,0
18913,238,0,0,16758,0,0,0
18915,55,0,0,70500,0,0,0
18916,257,0,0,2080,0,0,0
18918,335,0,0,1848,0,0,0
18922,397,0,0,17100,0,0,0
18923,456,1,0.0017482517482517483,77922,0.402297694885083,0.0032679738562091504,0
18927,369,0,0,2544,0,0,0
18928,97,0,0,11515,0,0,0
18930,176,0,0,1353,0,0,0
18936,316,0,0,191862,0,0,0
18941,445,0,0,23754,0,0,0
18941,66,0,0,8346,0,0,0
18941,259,0,0,25038,0,0,0
18945,384,0,0,5865,0,0,0
18948,491,0,0,11020,0,0,0
18955,257,0,0,7240,0,0,0
18958,29,0,0,176,0,0,0
18971,97,0,0,33565,0,0,0
18977,145,0,0,2712,0,0,0
18981,206,0,0,87808,0,0,0
18981,363,0,0,4032,0,0,0
18983,494,0,0,1261,0,0,0
18985,414,0,0,1518,0,0,0
18989,91,0,0,19404,0,0,0
18989,142,0,0,31185,0,0,0
18990,126,0,0,28000,0,0,0
19002,441,0,0,3698,0,0,0
19009,431,0,0,14504,0,0,0
19012,88,0,0,931,0,0,0
19022,432,0,0,6474,0,0,0
19028,324,0,0,47808,0,0,0
19030,247,0,0,52624,0,0,0
19033,216,0,0,3408,0,0,0
19039,38,0,0,5700,0,0,0
19046,396,0,0,22869,0,0,0
19046,44,0,0,4235,0,0,0
19049,330,0,0,10146,0,0,0
19058,253,1,0.0021141649048625794,45968,0.37385118231751213,0.0021141649048625794,0
19065,52,0,0,93219,0,0,0
19066,463,0,0,183084,0,0,0
19066,370,0,0,26280,0,0,0
19075,154,0,0,16200,0,0,0
19085,119,1,0.0024630541871921183,16920,0.5366756461815503,0.0136986301369863,0
19089,272,0,0,2398,0,0,0
19095,447,0,0,21624,0,0,0
19095,330,0,0,36252,0,0,0
19095,403,0,0,22896,0,0,0
19095,192,0,0,179988,0,0,0
19095,128,0,0,8904,0,0,0
19138,495,0,0,576,0,0,0
19139,379,0,0,2387,0,0,0
19142,290,2,0.0038535645472061657,56304,0.8029654240656735,0.006519672673169118,0
19142,323,1,0.001445086705202312,119600,0.4078658669086567,0.0035335689045936395,0
19144,402,0,0,44175,0,0,0
19161,199,0,0,41170,0,0,0
19164,436,0,0,300,0,0,0
19167,104,0,0,9146,0,0,0
19169,346,0,0,435,0,0,0
19169,198,1,0.001221001221001221,167475,0.5827494472602965,0.019230769230769232,0
19173,3,0,0,483,0,0,0
19184,184,0,0,11882,0,0,0
